ABCC8
LOC115903627
LOC115903700
LOC115903953
LOC115904111
LOC115904418
LOC115904549
LOC115904731
LOC115905001
LOC115905015
LOC115905039
LOC115905348
LOC115905621
LOC115906116
LOC115906300
LOC115906401
LOC115907038
LOC115907191
LOC115907196
LOC115907197
LOC115907200
LOC115907202
LOC115908147
LOC115908282
LOC115908412
LOC115909152
LOC115909344
LOC115909770
LOC115910003
LOC115911502
LOC115911541
LOC115911767
LOC115911768
LOC115911877
LOC115912143
LOC115912194
LOC115914688
LOC115917236
LOC115917505
LOC115917626
LONRF1
LPP
LRCH1
LRCH3
LRMDA
LRRC39
LRRC56
LRRK2
LYRM9
LZTS2
MAML2
MAP1A
MAP4K3
MARCHF2
MB21D2
MCF2L2
MCM3
MED23
MEIS1
MEMO1
METTL21C
MFSD12
MFSD13A
MFSD14A
MKLN1
MLNR
MLXIPL
MMGT1
MORC2
MRPL1
MRPL33
MRPL42
MRPL43
MRPS18C
MRTFB
MTFR1
MTMR4
MUSTN1
MYO7B
MYOZ1
NDST2
NECAB1
NEDD1
NETO2
NEU2
NFKBIZ
NGB
NGEF
NKAIN2
NLK
NOL4
NOS2
NOXRED1
NPAS2
NPAS3
NPPC
NRIP2
NRXN3
NSUN4
NUDT4
NUS1
NXPE3
ODF2L
OTULIN
OTULINL
PACS2
PAQR8
PAQR9
PARN
PCDH7
PCOLCE2
PDE12
PDE6D
PDE7A
PDIA3
PDZD7
PHF2
PI4KA
PIK3CB
PINX1
PIP4P2
PLAC8
PLCG1
PM20D2
PNRC1
PODXL
POGLUT2
POMT2
POU4F2
PPAT
PPDPFL
PPIP5K1
PPP6R2
PROC
PSMD1
PTMA
PTPDC1
PTPN13
PTPRK
RAB11B
RAB18
RAB28
RAB36
RAD21
RAD50
RAD54L2
RALGAPA1
RB1CC1
RBIS
RBKS
RBPMS
RFC4
RGS6
RHOBTB1
RNF43
RPAP1
RPL35A
RRM1
RSPH14
RTCA
SAG
SAMD15
SASS6
SDC2
SEC24C
SELENOM
SEMA4G
SERPIND1
SFXN3
SH2D4A
SH3YL1
SHOX
SLC10A7
SLC25A12
SLC25A32
SLC29A3
SLC35F1
SLC8A1
SLC9A6
SLC9A8
SLC9A9
SLF2
SMAD1
SMARCD3
SMIM18
SMIM8
SMTN
SNORC
SOCS2
SOX7
SP3
SP4
SPAST
ST3GAL1
ST7
STAC
STAG2
STAMBPL1
STARD10
STARD13
STEAP1
STEAP2
STIM1
SUFU
SYNE1
SYNPO2L
TAF2
TBC1D31
TBL2
TBXA2R
TCF20
TENM3
TEX30
TFG
THAP12
THBS1
TLK1
TMCO3
TMED8
TMEM164
TMEM178B
TMEM192
TMEM207
TMEM52B
TMEM63C
TMEM72
TMEM80
TMEM98
TMPRSS11E
TOP1
TPP2
TRIO
TRMT13
TRMT9B
TRNAI-AAU-5
TRNAM-CAU
TRNAN-GUU-2
TRNAR-UCU-4
TRNAT-CGU
TRNAV-AAC-2
TSGA10
TTC21B
TTLL7
TWNK
U2SURP
UBA6
UBE2N
UBR1
USH1C
UXS1
VCAM1
VIPAS39
VPS18
VSIG8
WDR20
WDYHV1
WRN
WWC3
XIAP
YAP1
YPEL5
YTHDC1
ZDHHC13
ZFAND3
ZHX1
ZNF292
ZNF503
ZNF521
ZNF839
AAMDC
ABCE1
ACADM
ADA
ADAT1
AHSG
AIDA
AKR1D1
ALX4
AMPH
ANO2
ANOS1
AP1G1
AP2A2
APCDD1
AREL1
ARID1B
ARID2
ASF1A
ATP5MD
ATP8A1
ATXN1L
AVEN
BAG2
BAZ1B
BDH2
BLVRA
BROX
C1QTNF4
CALHM2
CCDC141
CCDC166
CCDC83
CCN5
CDK17
CELF1
CENPE
CEP128
CFAP44
CHID1
CHRM5
CHST4
CISD2
CLDND1
CMSS1
CNTNAP2
COMMD9
COQ6
CRYZ
DAAM2
DACH1
DCAF4
DCBLD2
DCLK1
DGAT2
DHODH
DHX38
DPF3
EEA1
EGFR
EIF2S3
EMC7
ENKUR
ENTPD5
ESRRB
EXT2
FAM161B
FAM171A1
FAM180B
FAM184A
FARS2
FCF1
FETUB
FILIP1L
FMN2
FNDC4
FSTL5
GAB2
GABARAPL2
GLI3
GPR15
GREM2
GRPR
GSTCD
GXYLT1
HCFC2
HECW1
HIVEP1
HSP90B1
IFNG
IFT172
IGF2
IL22
IL26
ILDR1
IMMP2L
INTS4
IRX4
IST1
ITGA8
KALRN
KARS1
KATNBL1
KBTBD4
KCNC2
KCNK17
KCNMA1
KCNMB4
KLHL15
KLHL33
LGR5
LHX8
LIN7A
LNX2
LOC115901043
LOC115901464
LOC115901499
LOC115901555
LOC115901567
LOC115901568
LOC115901570
LOC115901572
LOC115901784
LOC115902072
LOC115902202
LOC115902473
LOC115903072
LOC115903303
LOC115903803
LOC115903889
LOC115903989
LOC115904093
LOC115904552
LOC115904554
LOC115904558
LOC115904715
LOC115906426
LOC115906429
LOC115906649
LOC115906793
LOC115906798
LOC115906855
LOC115907030
LOC115908088
LOC115908702
LOC115908725
LOC115908813
LOC115909075
LOC115910411
LOC115910675
LOC115912098
LOC115912893
LOC115912988
LOC115914354
LOC115915613
LOC115917101
LOC115917113
LOC115917233
LOC115917325
LOC115917567
LOC115917568
LRFN2
LY86
LYRM4
MAP3K9
MARVELD3
MB
MCM9
MDM1
ME1
MED4
MIA3
MMP17
MOGAT2
MRPS5
MUC6
MYF5
MYF6
MYO6
NAP1L1
NAV3
NDUFA11
NDUFS3
NELL2
NFYB
NID1
NIT2
NPY2R
NUDT15
NUMB
NXPH1
OPN3
OTUD4
PAPLN
PCGF6
PCNX1
PCSK2
PDCD11
PHLDA1
PHLPP2
PICALM
POLR1D
PPHLN1
PPP1R12A
PPP1R17
PRDM11
PRICKLE1
PRR5L
PRTFDC1
PSEN1
PSMC3
PTPMT1
PTPRB
PTPRQ
RAB23
RABGGTB
RANBP3
RAPSN
RASD2
RBFOX2
RBM25
RET
RETREG1
RHOV
RIPK2
RSF1
RSU1
RYR3
SCAF11
SCRIB
SEL1L
SENP6
SENP7
SESTD1
SFSWAP
SHISAL1
SLC12A7
SLC35A3
SLC38A1
SLC38A2
SLC39A13
SLC44A5
SLC9B2
SOX6
STK17A
STON2
SUCLA2
SUSD4
SYTL2
TAF1A
TAF5
TAT
TBC1D15
TBC1D23
TBC1D5
TDP1
TENM4
TERF2IP
THNSL1
THRB
TMCC1
TMEM117
TMEM231
TMEM255B
TOMM70
TPH2
TRHDE
TRHR
TRNASTOP-UCA
TRPS1
TSPAN8
TXNRD1
UBAC2
UBE2D3
USP35
VAPA
VPS41
VPS50
VSNL1
VWF
WDR27
YAF2
YLPM1
ZFX
ZFYVE1
ZNF410
ZNF451
ZNF622
ZNF821
AARS1
AASDH
ABCB8
ABCC10
ABCC9
ACAT1
ACP2
ACVR1
ACVR1C
ACYP1
ADGB
ADGRB3
ADO
AEBP1
ALDH1A2
ALG5
AMBRA1
ANKRD10
ANKRD46
ANTXRL
AOC1
AQP9
ARFGAP2
ARHGAP1
ARMC2
ARNTL2
ARV1
ASAP1
ASIC3
ATG13
ATG9B
ATM
ATN1
ATP1B3
ATRNL1
B3GNT2
B3GNT7
BATF
BIN1
BPNT1
BTBD11
C1H12orf57
C21H1orf50
C2H8orf34
C3H1orf198
C3H6orf120
C5H11orf49
CALM2
CAMK2B
CAMK2D
CARMIL2
CBY2
CCDC149
CCDC18
CCDC81
CCN6
CD226
CDC42
CDKAL1
CENPM
CGGBP1
CHRM4
CIR1
CKAP5
CLDN19
CLDN5
COG2
COL25A1
COMMD1
CRACD
CREB3L1
CREB5
CRTAP
CUL5
CWC22
CWH43
DBNL
DCUN1D4
DDB2
DDX24
DENND1A
DGKH
DGKZ
DHX15
DIS3L2
DLK2
DLL1
DNAJB8
DNAJC1
DOK6
DR1
DTD2
DUSP5
ECHDC1
EGR2
ELOVL1
ENO2
EPB41L3
EPRS1
ERCC6
ERG28
EVI5L
EXOSC6
EXT1
EYA4
F2
FAM184B
FAM49B
FBXL7
FGF14
FILIP1
FLVCR2
FOS
FOSL2
GABBR2
GAD1
GALNT2
GATA1
GCK
GIPC1
GPC5
GPD1L
GPKOW
GPR1
GRIA3
GRID2
GRIP1
GRM1
GRM8
GYS2
HARBI1
HEATR5A
HNF4G
HYI
IARS2
IGFBP2
IGFBP5
ING1
JDP2
KCNH2
KCNJ8
KCNQ5
KCTD8
KDM5B
KLB
KLHL7
LACTB2
LAMA4
LCORL
LDHB
LHX2
LOC115900960
LOC115900988
LOC115901291
LOC115902205
LOC115903206
LOC115903216
LOC115903804
LOC115903867
LOC115903893
LOC115903896
LOC115904177
LOC115904335
LOC115904541
LOC115904602
LOC115904857
LOC115904873
LOC115905044
LOC115905097
LOC115905560
LOC115905561
LOC115905610
LOC115905996
LOC115906584
LOC115907163
LOC115907190
LOC115907192
LOC115907194
LOC115907874
LOC115907925
LOC115907963
LOC115908015
LOC115908016
LOC115908061
LOC115909741
LOC115910010
LOC115910033
LOC115910051
LOC115910261
LOC115910694
LOC115910754
LOC115911034
LOC115911549
LOC115911938
LOC115912205
LOC115912312
LOC115912538
LOC115912934
LOC115912943
LOC115912952
LOC115913589
LOC115914148
LOC115914158
LOC115914220
LOC115914398
LOC115916535
LOC115916536
LOC115916543
LOC115916551
LOC115917223
LOC115917256
LOC115917257
LOC115917258
LOC115917259
LOC115917260
LOC115917261
LOC115917262
LOC115917263
LOC115917264
LOC115917266
LOC115917267
LOC115917604
LOC115917645
LOC115917683
LOC115917690
LPCAT1
LRP4
LRP8
LTBP1
MADD
MAP3K5
MARCHF8
MCAT
MDK
MED13L
MED8
MINDY2
MIPOL1
MLH3
MLLT10
MMP16
MTF2
MTUS1
MYOM1
MYRFL
N6AMT1
NAF1
NAGA
NCAPG
NCL
NDUFA9
NEK9
NFRKB
NHLH2
NMUR1
NOS3
NPY1R
NPY4R2
NR1H3
NUBPL
NWD2
OCIAD1
OCIAD2
OSBPL10
OTOG
P3H1
PACSIN3
PARD3
PBX3
PCDH9
PDIA4
PDZRN4
PGBD5
PHB2
PHETA2
PHF10
PHF21A
PHLPP1
PIGN
PKD2L1
PLB1
PLCD4
POGLUT3
POLD2
PPIF
PPP1CB
PPP4R4
PRIM2
PRKAG3
PTPN5
PTPN6
PTPRM
PWP1
RAB3IP
RALYL
RASA3
RBM24
RBMS3
RELCH
RFC1
RFXAP
RIMS1
RNF111
RNF146
RNGTT
RSPO3
RTKN2
SAMM50
SCD
SCRN3
SCUBE1
SDF2L1
SEPTIN3
SEPTIN5
SERPINB1
SERTM1
SESN1
SH3KBP1
SHISA3
SIAH3
SLC25A21
SLIT1
SLTM
SLX4IP
SMAD9
SMC3
SMCHD1
SNX9
SOD3
SP9
SPTY2D1
ST14
STK38L
SWAP70
SYNJ2
SZT2
TANC1
TEAD4
TET2
TFDP2
THOC2
TJAP1
TMED10
TMED5
TMEM131
TMEM30A
TMEM86A
TNFRSF11A
TOP3B
TRAM1
TRAPPC9
TRDN
TRIL
TRIM66
TSG101
TSN
TSPAN9
TSPO
TTC13
TTC7A
TTLL12
TTLL4
TTLL5
TTN
TUBE1
UBE2L3
UBR5
UEVLD
UTRN
UVRAG
VSTM4
VWA3B
WARS2
WBP2NL
WDFY4
WDR19
WDR45
WDSUB1
WEE1
WNT6
WRNIP1
YBX1
YDJC
YKT6
ZBTB14
ZC2HC1C
ZDBF2
ZMIZ1
ZNF142
ZNF143
ZNF318
ZNF407
ZNF654
